id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
9758,거부할 수 없는 유부녀,,,(주)트루에버,(주)트루에버,2019-04-22,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9759,거부할 수 없는 유부녀 2,,,(주)트루에버,(주)트루에버,2019-04-22,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9760,거울앞의 정사,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-08-10,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9761,거유 관능소설작가,마스부치 가키토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-04-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9762,거유 마사지사가 듬뿍,모리 시게루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9763,거유 며느리의 손님,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-23,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9764,거유 며느리의 외도,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9765,거유 며느리의 은밀한 일탈,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2018-11-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9766,거유 며느리의 친정나들이,아카바네 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-06,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9767,거유 바니걸 리나,버드맨 텟페이,,,(주)영진크리에이티브,2021-10-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9768,거유 버스가이드,시미즈 다이케이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-13,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9769,거유 새엄마들:불타는 밤,빈센트 갸루,,,(주)영진크리에이티브,2022-04-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9770,거유 새엄마와 형제들,히이라기 엔부,,,(주)영진크리에이티브,2021-04-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9771,거유 섹스영업:거래의 조건,에이고 모치즈키,,,(주)영진크리에이티브,2022-05-06,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9772,거유 여관의 온천욕탕,이오리 료코,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-10-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9773,거유 여사원 사냥,카토 요시카즈,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-06-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9774,거유 여사장의 약점,긴다이치 코고로,,(주)플라이어,(주)플라이어,2018-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9775,거유 와이프:남편 대신 상사와,버드맨 텟페이,,,(주)영진크리에이티브,2021-03-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9776,거유 유부녀의 오일 마사지,긴다이치 코고로,,(주)플라이어,(주)플라이어,2018-11-15,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9777,거유 장모와 실제로 느끼는 사위,시즈카만,,(주)플라이어,(주)플라이어,2019-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9778,거유 출판사 여직원,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-09,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9779,거유 츠구미의 에로소설,코메이,,,(주)영진크리에이티브,2022-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9780,거유 치과 간호사,타카하시 카즈히코,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-01,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9781,거유 치나미 사쿠라의 아찔 유혹,카오루,,,(주)영진크리에이티브,2021-12-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9782,거유 칸나의 질펀한 서비스,버드맨 텟페이,,,(주)영진크리에이티브,2021-06-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9783,거유 형수님과 불륜,타케다 케이시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-18,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9784,거유간호사 폭유간호사,카토 요시카즈,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-03-21,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9785,거유녀들의 남자사냥,빈센트 갸루,,,(주)영진크리에이티브,2022-05-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9786,거유녀들의 아찔한 가슴골,타로 코아라,,,(주)영진크리에이티브,2021-11-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9787,거유녀의 젖어버린 작업복,에도마사,,,(주)영진크리에이티브,2021-03-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9788,거유마사지-가슴골,시미즈 다이케이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-10-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9789,거유미녀 서큐버스,,,(주)빅콘미디어,(주)빅콘미디어,2020-03-29,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9790,거유미녀 서큐버스2,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2020-07-07,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
9791,거유부인의 파티,이케시마 유타카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9792,거유유부녀 미오의 끈적이는 서비스,버드맨 텟페이,,,(주)영진크리에이티브,2022-05-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9793,거유이발소-어서오세요,시미즈 다이케이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-01,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9794,거유정사 실험실,야마자키 쿠니토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9795,거유천국-안마천국,세키네 카즈미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-21,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9796,거유탐닉 - 그녀의 방에서,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-06,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9797,거짓말 : 여자 모델의 섹스 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2019-09-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9798,거짓말 : 친구엄마,이대길,뷰소프트,,뷰소프트,2020-10-07,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9799,거짓말 : 친구엄마 무삭제,이대길,뷰소프트,,뷰소프트,2020-12-25,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9800,거친 섹스에 빠진 그녀들,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2020-01-22,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
9801,건 샤이,사이먼 웨스트,,(주)누리픽쳐스,(주)누리픽쳐스,2018-05-23,개봉영화,장편,영국,1,"6,000",1,0,0,액션,청소년관람불가,독립/예술영화
9802,건달티처,어일선,"(주)컨텐츠 빌리지,(주)스토리풀",,(주)드림팩트엔터테인먼트,2019-08-29,개봉영화,장편,한국,1,"1,000",1,0,0,액션,청소년관람불가,일반영화
9803,건마의 신: 어린 아내의 알바,,,(주)아이브픽쳐스,(주)아이브픽쳐스,2018-02-28,개봉영화,장편,일본,1,"5,000",1,0,0,기타,청소년관람불가,일반영화
9804,건즈 포 하이어,도나 로빈슨,,(주)무브먼트 픽쳐스,(주)무브먼트 픽쳐스,2016-08-18,개봉영화,장편,미국,1,"7,000",1,"7,000",1,스릴러,청소년관람불가,일반영화
9805,걸 인 더 포토그래프,닉 사이먼,,㈜코리아스크린,㈜코리아스크린,2018-09-03,개봉영화,장편,미국,1,"5,000",1,0,0,범죄,청소년관람불가,일반영화
9806,걸스 나잇,루 사이먼,,(주)영화사 안다미로,(주)영화사 안다미로,2018-03-09,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,청소년관람불가,일반영화
9807,검은 사제들: 지옥의 문,돈 E. 폰트르로이,,,(주)영화사 안다미로,2020-11-02,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),15세이상관람가,일반영화
9808,검은 숲,,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2017-08-22,개봉영화,장편,미국,1,"2,000",1,0,0,공포(호러),15세이상관람가,일반영화
9809,검은 집: 죽음을 보는 눈,빅터 살바,,(주)케이알씨지,(주)케이알씨지,2016-12-29,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
9810,검은비: 악의연대기,장유근,(주)에스와이미디어,,(주)조이컴퍼니,2018-10-26,개봉영화,장편,한국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화
9811,게발트 파이브:구타본능,야마가 타카유키,,(주)영진크리에이티브,(주)영진크리에이티브,2017-12-25,개봉영화,장편,일본,1,"6,000",1,0,0,액션,15세이상관람가,일반영화
9812,게스트 하우스 여주인의 비밀연애,후즈키 미호,,(주)플라이어,(주)플라이어,2016-07-15,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9813,게이샤:격정정사,이시카와 지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-12,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9814,게이샤의 정사,오미노 마사시,,조이앤키노,조이앤키노,2015-05-21,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9815,게이트 키퍼: 또 다른 세계,세르게이 모크리츠키,,(주)씨맥스이앤씨,(주)씨맥스이앤씨,2020-01-09,개봉영화,장편,러시아,1,"5,000",1,0,0,SF,15세이상관람가,일반영화
9816,게임과 정사,오부치 아키라,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2016-10-27,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9817,게임의 규칙,가오 시시,,(주)컴퍼니엘,(주)컴퍼니엘,2017-06-01,개봉영화,장편,중국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
9818,겟 더 걸,에릭 잉글랜드,,(주)컴퍼니엘,(주)컴퍼니엘,2017-08-28,개봉영화,장편,미국,1,"2,000",1,0,0,코미디,청소년관람불가,일반영화
9819,겟 아웃 맨,,,(유)조이앤시네마,(유)조이앤시네마,2018-08-12,개봉영화,장편,미국,1,"1,000",1,"1,000",1,스릴러,15세이상관람가,일반영화
9820,겟 어웨이,,,주식회사 레드아이스,주식회사 레드아이스,2016-12-23,개봉영화,장편,미국,1,"5,000",1,0,0,스릴러,청소년관람불가,일반영화
9821,결혼 상담사가 맘에 들어,후지타 카오루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9822,결혼 소개팅의 여직원,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9823,결혼 전 맛보기,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-06-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9824,결혼 전 일은 묻지말기,존 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9825,결혼 전:조금은 특별한 마사지,코고로 킨다이치,,,(주)영진크리에이티브,2020-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9826,결혼 3년차의 주부 외도,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-18,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9827,결혼 4년차의 불륜-남편후배와,하야마 노부시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9828,결혼기념일에 불륜 들통,이즈미 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9829,결혼전 아내친구가 찾아온 날 - 아내는 한시간 후,,,,,2019-12-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9830,결혼하고 싶은 예비 신부,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-12-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9831,결혼할 남자 있어요,하야시카와 케이테루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9832,경양식집 유부녀 정사,칸바라 이쿠토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-12,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9833,계약직 여직원의 성접대,카스가 요시노리,,(주)영진크리에이티브,(주)영진크리에이티브,2016-02-13,개봉영화,장편,일본,1,"10,000",1,"10,000",1,멜로/로맨스,청소년관람불가,일반영화
9834,고독의 의리,시부야 슈이치,,,(주)영진크리에이티브,2021-01-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9835,고백! 세명의 풍속녀,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9836,고스트 소스 제로,마크 청,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2019-02-12,개봉영화,장편,미국,1,"2,000",1,"2,000",1,SF,청소년관람불가,일반영화
9837,고스트 오브 컨저링,호세 프렌데스,,(주)케이알씨지,(주)케이알씨지,2016-04-28,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
9838,고스트보트,맷 로프그렌,,주식회사 루믹스미디어,주식회사 루믹스미디어,2015-10-08,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
9839,고양이 소녀,최경진,영화사시작,,골든타이드픽처스(주),2013-11-28,개봉영화,장편,한국,1,"8,000",1,"8,000",1,멜로/로맨스,청소년관람불가,일반영화
9840,곧 결혼하는 친척누나,후지모리 히카리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9841,골프강사 새엄마가 너무 이쁘다,,,,,2019-12-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9842,공사중,강명진,(주)마부엔터테인먼트,,고구마콘텐츠허브(주),2015-04-08,개봉영화,장편,한국,1,"9,000",1,"9,000",1,멜로/로맨스,청소년관람불가,일반영화
9843,공원 화장실 덕후 유부녀,스즈키 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-06-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9844,공주님은 쾌락만화작가,요시유키 유미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-06-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9845,공즉시색 무삭제,김현빈,(주)영화사 사계절,,(주)영화사 사계절,2016-02-25,개봉영화,장편,한국,1,"9,000",1,"9,000",1,멜로/로맨스,청소년관람불가,일반영화
9846,공짜 키스방,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-07-19,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
9847,공짜 키스방 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-10-04,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
9848,공포극장:저주편,타케시 소네,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-08,개봉영화,장편,일본,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
9849,공포극장:절규편,타케시 소네,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,공포(호러),15세이상관람가,일반영화
9850,공포의 묘지: 망자의 저주,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-12-23,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
9851,공포의 신생아실,,,주식회사 레드아이스,주식회사 레드아이스,2019-06-10,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),15세이상관람가,일반영화
9852,과격한 섹스,알렉사 박,타히티 필름,,케이엘 픽쳐스,2022-03-08,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9853,과부 새엄마:더는 못 참아,나카노 야요이,,,(주)영진크리에이티브,2022-02-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9854,과부 새엄마:좋아서 우는 그녀,시진 유지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-10-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9855,과부 형수 치마 벗는 날,쿠도 타이요,,,(주)영진크리에이티브,2021-09-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9856,과부:애타는 몸,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9857,과부:젖어버린 그곳,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9858,과부: 탐스러운 육체,C.나가후쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-19,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9859,과부를 탐하는 남자들,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-20,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9860,과부의 발정:밤이면 밤마다,코이케.Jp,,,(주)영진크리에이티브,2020-12-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9861,과부의 성,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-05,개봉영화,장편,일본,1,"5,000",1,"5,000",1,성인물(에로),청소년관람불가,일반영화
9862,과부의 속사정,나카노 료,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-11,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9863,과부의 욕정 풀기,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-02,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9864,과부의 음란한 페로몬,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-12-12,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9865,과부장모:속궁합이 궁금해,버드맨 텟페이,,,(주)영진크리에이티브,2020-10-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9866,과부형수,쿠도 타이요,,,(주)영진크리에이티브,2021-10-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9867,과외선생과 성적의 관계,,,(주)빅콘미디어,(주)빅콘미디어,2019-10-05,개봉영화,장편,일본,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9868,과외선생과 성적의 관계 2,,,(주)빅콘미디어,(주)빅콘미디어,2019-12-10,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9869,과외선생과 성적의 관계3,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2020-06-09,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
9870,과외의 추억-무삭제,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-11-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9871,과장님의 여직원 길들이기,카츠야마 시게오,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-02,개봉영화,장편,일본,1,"10,000",1,"10,000",1,멜로/로맨스,청소년관람불가,일반영화
9872,과장에게 순종하는 육덕 신입사원,잠파,,(주)플라이어,(주)플라이어,2020-02-27,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9873,관계,오자키 히로코우지,,(주)플라이어,(주)플라이어,2018-07-26,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9874,관계 : 특별한 형수,김환,(주)영화사가을,,(주)영화사가을,2019-09-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9875,관계 : 특별한 형수 2,김진우,(주)영화사가을,,(주)영화사가을,2020-10-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9876,관계 : 특별한 형수 2 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2020-12-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9877,관계 : 형수와 딸,정완경,(주)영화사가을,,(주)영화사가을,2019-04-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9878,관계 : 형수와 딸 무삭제,정완경,(주)영화사가을,,(주)영화사가을,2019-06-25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9879,관광버스 속 정사,타케우치 마사토시,,(주)케이알씨지,(주)케이알씨지,2016-07-14,개봉영화,장편,일본,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9880,관능 러브 스토리,이마오카 신지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-07,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9881,관능 소설가의 노예 아내,긴다이치 코고로,,(주)플라이어,(주)플라이어,2016-11-03,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9882,관능 에로실화 극장,이케시마 유타카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-01,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9883,관능 여의사의 치욕,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-11,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9884,관능시대,가와사키 히로유키,,조이앤키노,조이앤키노,2015-05-07,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9885,관음:아내의 꽃잎,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9886,관음:아내의 외도,나가에 타카미,,,(주)영진크리에이티브,2022-01-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9887,관음증 유부녀의 욕정,,,,(주)코빈커뮤니케이션즈,2021-10-25,개봉영화,장편,일본,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
9888,관음증:새엄마 훔쳐보기,진 류지,,,(주)영진크리에이티브,2021-03-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9889,관음증:옆집여자,오데라 슌고,,(주)영진크리에이티브,(주)영진크리에이티브,2018-03-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9890,"관전, 섹스 과외",최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-07-17,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9891,관전남 - 무삭제판,최우성,,,(주)컨텐츠 빌리지,2019-12-03,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9892,관전녀 - 무삭제판,계장혁,모히또필름,,(주)컨텐츠 빌리지,2020-05-20,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9893,관전녀2 - 무삭제판,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2021-04-29,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9894,광대 케인,크리스토퍼 레이,,라온아이(주),라온아이(주),2018-09-20,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
9895,광란의 섹스파티 무삭제판,키타자와 유키오,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2015-06-24,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9896,괜찮아 몽정이야,최성은,윤스,,윤스,2021-01-25,개봉영화,장편,한국,1,"1,000",1,"1,000",1,성인물(에로),청소년관람불가,일반영화
9897,괜찮아 몽정이야 무삭제,최성은,윤스,,윤스,2021-06-16,개봉영화,장편,한국,1,"1,000",1,"1,000",1,성인물(에로),청소년관람불가,일반영화
9898,괜찮아 새엄마야,,,,(주)라온컴퍼니플러스,2021-12-27,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9899,괜찮아 새엄마야 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
