id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
14897,퍼펙트 크라임,오우사 쿤,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-03-14,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
14898,퍼펙트 킬러,저스틴 스틸,,(주)케이알씨지,(주)케이알씨지,2017-04-20,개봉영화,장편,미국,1,"3,000",1,0,0,액션,청소년관람불가,일반영화
14899,페르시안 커넥션,다니엘 그로브,,(주)스톰픽쳐스코리아,노바엔터테인먼트,2018-08-28,개봉영화,장편,미국,1,"6,000",1,0,0,액션,청소년관람불가,독립/예술영화
14900,페이건 워리어,루이자 워렌,,주식회사 플릭스코,주식회사 플릭스코,2020-06-02,개봉영화,장편,미국,1,"6,000",1,0,0,액션,청소년관람불가,일반영화
14901,페이섹스,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,2020-10-29,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14902,페이스 오브 데블,프랭크 페레즈-가랜드,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-12,개봉영화,장편,페루,1,"2,000",1,0,0,공포(호러),청소년관람불가,일반영화
14903,페인킬러 엑스,베레니카 베일리,,(주)케이알씨지,(주)케이알씨지,2016-03-03,개봉영화,장편,미국,1,"5,000",1,0,0,액션,15세이상관람가,일반영화
14904,펜트하우스 쇼걸,에로핑,핑크하우스TV,,엔트리커뮤니케이션즈,2021-05-22,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
14905,편의점 섹스:세워드려요,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2018-06-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14906,편의점 알바와 비밀불륜,후지타 미카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14907,편의점 알바와의 정사,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14908,편의점 음란알바,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14909,평범한 유부녀의 본성,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-12-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14910,평범한 주부의 대낮불륜,사카타 히로키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14911,평일낮의 아내 도촬,타카사카 유타,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14912,포레스트: 위험한 신고식,디제이 레드,,(주)퍼스트런,(주)퍼스트런,2018-08-21,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
14913,포르노 스캔들,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-03-02,개봉영화,장편,미국,1,"5,000",1,0,0,다큐멘터리,청소년관람불가,일반영화
14914,포르노 여작가의 체험취재,이시바시 클리트,,,(주)영진크리에이티브,2020-11-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14915,포장마차-무삭제판,최율권희,㈜리필름,,에이라인,2015-11-11,개봉영화,장편,한국,1,"5,000",1,"5,000",1,코미디,청소년관람불가,일반영화
14916,포토그래퍼,지헌,JK스튜디오,,(주)대양미디어,2017-02-10,개봉영화,장편,한국,1,"8,000",1,0,0,스릴러,청소년관람불가,일반영화
14917,폭력의 근원,티모시 우드워드 주니어,,(유)조이앤시네마,(유)조이앤시네마,2017-10-06,개봉영화,장편,미국,1,"3,000",1,0,0,범죄,청소년관람불가,일반영화
14918,폭발시켜주는 간호사,타카사카 카타오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14919,폭유 여관주인님,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14920,폭유 유부녀 치에의 끈적한 서비스,버드맨 텟페이,,,(주)영진크리에이티브,2022-05-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14921,폭유! 가정교사,쿠보데라 카즈히토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-13,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14922,폭유녀의 가면정사,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14923,폭유도발클럽 - 제복편,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14924,폭주미망인-다빌려드립니다,시즈미 다이케이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14925,폭풍우 : 죽을 때 까지 하고 싶어,마메자와 마메타로,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2018-11-07,개봉영화,장편,일본,1,"1,000",1,0,0,,청소년관람불가,일반영화
14926,폴리캅,조 헨린,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-26,개봉영화,장편,미국,1,"2,000",1,0,0,드라마,전체관람가,일반영화
14927,폴터가이스트 액티비티,앤드류 존스,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2017-03-10,개봉영화,장편,영국,1,"7,000",1,"7,000",1,공포(호러),청소년관람불가,독립/예술영화
14928,풋풋한여대생소라의신음소리,이희성,스마일컨텐츠,,스마일컨텐츠,2021-10-22,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14929,풋풋한여대생소라의신음소리-무삭제,이희성,스마일컨텐츠,,스마일컨텐츠,2021-12-29,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14930,풍만 형수의 노예계약 - 음모론,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14931,풍만한 아내들의 속옷,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14932,풍만한 유부녀 제자,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14933,풍속녀 도촬성공,후지타 마키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14934,풍속업 교육녀,쿠라타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-09,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14935,퓨쳐 월드,"제임스 프랭코,브루스 티에리 청",,주식회사 풍경소리,주식회사 풍경소리,2018-11-08,개봉영화,장편,이탈리아,1,"2,000",1,"2,000",1,SF,15세이상관람가,일반영화
14936,프레셔,론 스캘펠로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2015-12-06,개봉영화,장편,영국,1,"10,000",1,0,0,공포(호러),청소년관람불가,일반영화
14937,프레지던트 테러 라이브,우베 볼,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-06,개봉영화,장편,캐나다,1,"7,000",1,0,0,액션,15세이상관람가,일반영화
14938,프로젝트 : 에덴,"애슐리 젠슨,테랜스 M. 영",,(주)디에이치미디어,(주)디에이치미디어,2018-10-06,개봉영화,장편,미국,1,"1,000",1,"1,000",1,SF,15세이상관람가,독립/예술영화
14939,프론테라스,앤드류 댄,,(주)무브먼트 픽쳐스,(주)무브먼트 픽쳐스,2020-03-05,개봉영화,장편,미국,1,"1,000",1,0,0,액션,청소년관람불가,일반영화
14940,프리랜서스,제시 테레로,,(주)누리픽쳐스,(주)누리픽쳐스,2018-02-21,개봉영화,장편,미국,1,"6,000",1,0,0,액션,청소년관람불가,독립/예술영화
14941,플라이트 7500,시미즈 다카시,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-12-16,개봉영화,장편,미국,1,"8,000",1,"8,000",1,미스터리,15세이상관람가,일반영화
14942,플러쉬,캐서린 하드윅,,(주)누리픽쳐스,(주)누리픽쳐스,2014-04-17,개봉영화,장편,미국,1,"8,000",1,"8,000",1,스릴러,청소년관람불가,일반영화
14943,플레어,유키치 오츠카,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-14,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14944,플레이스 인 헬,데이비드 부어부어,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2016-07-14,개봉영화,장편,미국,1,"5,000",1,"5,000",1,공포(호러),청소년관람불가,일반영화
14945,플립,헤리스 데멜,,라인트리엔터테인먼트,라인트리엔터테인먼트,2016-02-25,개봉영화,장편,미국,1,"5,000",1,"5,000",1,드라마,청소년관람불가,일반영화
14946,피곤한 남편 대신 출장서비스,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14947,피라냐콘다,짐 위노스키,,(주)케이알씨지,(주)케이알씨지,2016-03-17,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
14948,피서지의 가정교사,스기야마 타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-03-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14949,피서지의 미인 유부녀,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14950,피쉬 스쿨,,,(주)영화사 안다미로,(주)영화사 안다미로,2020-04-23,개봉영화,장편,미국,1,"1,000",1,0,0,애니메이션,전체관람가,일반영화
14951,피쉬 스쿨 2,,,(주)영화사 안다미로,(주)영화사 안다미로,2020-05-11,개봉영화,장편,미국,1,"1,000",1,0,0,애니메이션,전체관람가,일반영화
14952,피아노 정사 레슨 - 불륜,에노모토 토시로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-13,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14953,피의 복수,두기봉,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-04-24,개봉영화,장편,홍콩,1,"8,000",1,"8,000",1,액션,청소년관람불가,일반영화
14954,피자배달은 핑계일뿐,스즈키 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-05-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14955,피치포크 살인사건,,,주식회사 레드아이스,주식회사 레드아이스,2018-12-31,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
14956,피해자,크리스 아벨,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2016-07-14,개봉영화,장편,캐나다,1,"5,000",1,"5,000",1,공포(호러),청소년관람불가,일반영화
14957,픽업 아티스트,전도한,자작나무영화사,,골든타이드픽처스(주),2014-08-28,개봉영화,장편,한국,1,"8,000",1,"8,000",1,코미디,청소년관람불가,일반영화
14958,필드오브데드,다니엘 B. 이스크,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-02-04,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
14959,핑크 여친의 애집,호리이 아야,,(주)플라이어,(주)플라이어,2017-07-18,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
14960,핑크 침대의 변태성욕,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-22,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14961,핑크 팬티의 친구엄마,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14962,핑크빛 속옷의 새엄마,사루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14963,핑크빛 엄마 친구,사루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14964,핑크색 이불속의 정사,후지타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-03-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14965,핑크소파의 색녀발정,쿠라타 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14966,핑크속옷의 딸친구,키타로우 하루마,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14967,핑크원룸에 사는 여직원이 좋아서,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-11-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14968,핑크커튼 방의 사촌누나,후지모리 아키나,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
14969,하고 싶은 날 무삭제,장정관,(주)푸른별 엔터테인먼트,,(주)푸른별 엔터테인먼트,2017-04-20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14970,하고 싶은 날:보여주는 유부녀,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-07-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14971,하고 싶은 아내:내 아내와 해 주세요,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14972,하고 싶은 여자들,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-01-12,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14973,하고 싶은 유부녀,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14974,하고싶은 형수님:형의 선물,야노 티카라,,(주)영진크리에이티브,(주)영진크리에이티브,2018-01-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
14975,하녀(하는여자),이상영,블루커뮤니케이션,,블루커뮤니케이션,2021-05-20,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
